Source,Target,Effect,Type,PMID,data_source
"ITGB3","SYK","0","Binding","15699036","wangz10_ppi"
"ITGB3","SYK","0","Binding","8631894","wangz10_ppi"
"CTTN","GRB2","0","Binding","11439336","wangz10_ppi"
"GNB2L1","STAT3","0","Binding","16382134","wangz10_ppi"
"PRKACA","KCNH2","0","Binding","10837251","wangz10_ppi"
"PRKACA","KCNH2","0","Binding","11953308","wangz10_ppi"
"TUBA1B","FYN","0","Binding","11826099","wangz10_ppi"
"RHOA","VAV2","0","Binding","11909943","wangz10_ppi"
"IRS1","SHC1","0","Binding","7499194","wangz10_ppi"
"PXN","MAPK1","0","Binding","14636584","wangz10_ppi"
"PTK2","ROCK1","0","Binding","16760434","wangz10_ppi"
"PTK2","ROCK1","0","Binding","15247219","wangz10_ppi"
"GNB2L1","ITGB7","0","Binding","9765275","wangz10_ppi"
"ITGB6","FLNA","0","Binding","11807098","wangz10_ppi"
"SRC","INSR","0","Binding","15337529","wangz10_ppi"
"PTPRH","MAPK1","0","Binding","11278335","wangz10_ppi"
"TGFB1I1","PTK2B","0","Binding","11937718","wangz10_ppi"
"PRKACA","LRP1","0","Binding","11158305","wangz10_ppi"
"ARHGEF7","CBL","0","Binding","23175185","wangz10_ppi"
"MAPK8","MAPK1","0","Binding","15778365","wangz10_ppi"
"TNS1","PTK2","0","Binding","9553131","wangz10_ppi"
"BCAR1","SH3KBP1","0","Binding","12618476","wangz10_ppi"
"PPM1F","PAK1","0","Binding","11864573","wangz10_ppi"
"SHARPIN","PTEN","0","Binding","20458142","wangz10_ppi"
"VASP","ZYX","0","Binding","10851246","wangz10_ppi"
"IRS1","PTPRF","0","Binding","8732688","wangz10_ppi"
"IRS1","PTPRF","0","Binding","10660596","wangz10_ppi"
"CBL","PXN","0","Binding","22203672","wangz10_ppi"
"PLD1","PRKCA","0","Binding","10441128","wangz10_ppi"
"PRKACA","CSK","0","Binding","11181701","wangz10_ppi"
"PTPN12","CSK","0","Binding","11158295","wangz10_ppi"
"RAC1","ELMO1","0","Binding","15247908","wangz10_ppi"
"CASP8","VIM","0","Binding","10469173","wangz10_ppi"
"CASP8","VIM","0","Binding","11423904","wangz10_ppi"
"PAK1","PXN","0","Binding","10330411","wangz10_ppi"
"PAK1","PXN","0","Binding","14580336","wangz10_ppi"
"PLCG1","ACTB","0","Binding","9270879","wangz10_ppi"
"CORO1B","ARPC2","0","Binding","16027158","wangz10_ppi"
"SORBS1","VCL","0","Binding","19116150","wangz10_ppi"
"RDX","ROCK1","0","Binding","9456324","wangz10_ppi"
"PLD1","RHOA","0","Binding","9565577","wangz10_ppi"
"CRKL","PXN","0","Binding","9710592","wangz10_ppi"
"PXN","RNF5","0","Binding","12861019","wangz10_ppi"
"ARHGAP32","FYN","0","Binding","12857875","wangz10_ppi"
"SORBS1","SRC","0","Binding","19891780","wangz10_ppi"
"THY1","ITGB3","0","Binding","15897908","wangz10_ppi"
"ARHGAP5","ITGA5","0","Binding","8537347","wangz10_ppi"
"RNF5","PXN","0","Binding","12861019","wangz10_ppi"
"ASAP2","SH3KBP1","0","Binding","15719014","wangz10_ppi"
"ITGAV","SHC1","0","Binding","19889638","wangz10_ppi"
"VAV2","FYN","0","Binding","11262396","wangz10_ppi"
"ITGB1","NF2","0","Binding","12118253","wangz10_ppi"
"PXN","ITGA4","0","Binding","12234367","wangz10_ppi"
"ARHGEF6","ARHGEF7","0","Binding","12499396","wangz10_ppi"
"ITGB1","FLNA","0","Binding","18177638","wangz10_ppi"
"FYN","CAV1","0","Binding","12921535","wangz10_ppi"
"FYN","CAV1","0","Binding","14992595","wangz10_ppi"
"FYN","CAV1","0","Binding","12529448","wangz10_ppi"
"FYN","CAV1","0","Binding","9252391","wangz10_ppi"
"ITGB1","FLNA","0","Binding","11807098","wangz10_ppi"
"TUBA1B","PXN","0","Binding","10840040","wangz10_ppi"
"BCAR1","PTPN11","0","Binding","9832615","wangz10_ppi"
"CD47","ITGB1","0","Binding","9529384","wangz10_ppi"
"VCL","PTK2","0","Binding","10545505","wangz10_ppi"
"AKT1","ARHGEF2","0","Binding","21513698","wangz10_ppi"
"SH3KBP1","INPP5D","0","Binding","22815893","wangz10_ppi"
"GAB1","MAPK1","0","Binding","15379552","wangz10_ppi"
"VCL","SORBS1","0","Binding","19116150","wangz10_ppi"
"AKT1","DLC1","0","Binding","16338927","wangz10_ppi"
"ITGB1","PLAUR","0","Binding","10388537","wangz10_ppi"
"HRAS","CBL","0","Binding","18048363","wangz10_ppi"
"ITGAV","BCAR1","0","Binding","16600665","wangz10_ppi"
"SYK","STAT3","0","Binding","10825200","wangz10_ppi"
"PTEN","AKT1","0","Binding","10790335","wangz10_ppi"
"PTEN","AKT1","0","Binding","12077256","wangz10_ppi"
"PLCG1","PTPN1","0","Binding","17128263","wangz10_ppi"
"SRC","RAPGEF1","0","Binding","10318861","wangz10_ppi"
"SRC","RAPGEF1","0","Binding","14551197","wangz10_ppi"
"SRC","RAPGEF1","0","Binding","12734187","wangz10_ppi"
"VIM","ITGB4","0","Binding","12441134","wangz10_ppi"
"PTPN11","SRC","0","Binding","14687660","wangz10_ppi"
"PTK2B","SHC1","0","Binding","7544443","wangz10_ppi"
"PTK2","SORBS1","0","Binding","19116150","wangz10_ppi"
"FYN","PLCG1","0","Binding","10586033","wangz10_ppi"
"CAV1","RHOA","0","Binding","9647788","wangz10_ppi"
"FLNA","ITGB5","0","Binding","16355270","wangz10_ppi"
"PTPN1","PLCG1","0","Binding","17128263","wangz10_ppi"
"PTK2B","RASA1","0","Binding","8798684","wangz10_ppi"
"PPP2CA","PABPC1","0","Binding","20544796","wangz10_ppi"
"CD47","ITGA2","0","Binding","9529384","wangz10_ppi"
"CALR","ITGAV","0","Binding","12196561","wangz10_ppi"
"INPP5D","GRB2","0","Binding","10900203","wangz10_ppi"
"INPP5D","GRB2","0","Binding","9108392","wangz10_ppi"
"FABP3","ITGA10","0","Binding","20802519","wangz10_ppi"
"VAV2","RAC1","0","Binding","16397238","wangz10_ppi"
"PTK2","PTPN1","0","Binding","16291744","wangz10_ppi"
"IRS1","PDPK1","0","Binding","15802620","wangz10_ppi"
"GNB2L1","INSR","0","Binding","16382134","wangz10_ppi"
"CRKL","CRK","0","Binding","9614078","wangz10_ppi"
"PRKCA","PTPN1","0","Binding","8491187","wangz10_ppi"
"PRKCA","PTPN1","0","Binding","93259136","wangz10_ppi"
"PXN","PKD1","0","Binding","11113628","wangz10_ppi"
"PTEN","AKT1","0","Binding","10866658","wangz10_ppi"
"PTEN","AKT1","0","Binding","12297295","wangz10_ppi"
"CAV1","SOS1","0","Binding","15976327","wangz10_ppi"
"SYK","PTK2B","0","Binding","15105428","wangz10_ppi"
"ROCK1","MSN","0","Binding","9516463","wangz10_ppi"
"ROCK1","MSN","0","Binding","9856983","wangz10_ppi"
"ITGB3","SHC1","0","Binding","10964917","wangz10_ppi"
"PRKCA","PTPN6","0","Binding","15269224","wangz10_ppi"
"SYK","PTK2B","0","Binding","8816475","wangz10_ppi"
"PAK1","RHOU","0","Binding","14521508","wangz10_ppi"
"PXN","ITGA9","0","Binding","11598204","wangz10_ppi"
"CAV1","MAPK1","0","Binding","12388423","wangz10_ppi"
"SYK","PTK2B","0","Binding","9560226","wangz10_ppi"
"PTPN11","CEACAM1","0","Binding","12108545","wangz10_ppi"
"ITGA5","ITGB1","0","Binding","12883474","wangz10_ppi"
"FYN","HRAS","0","Binding","12695509","wangz10_ppi"
"ITGB4","FYN","0","Binding","11684709","wangz10_ppi"
"FYN","VAV1","0","Binding","11262396","wangz10_ppi"
"CAV1","PLD1","0","Binding","10090765","wangz10_ppi"
"SYK","PTPN6","0","Binding","11356834","wangz10_ppi"
"CAV1","PLD1","0","Binding","12429840","wangz10_ppi"
"LIMK1","ROCK1","0","Binding","11340065","wangz10_ppi"
"LIMK1","ROCK1","0","Binding","10559936","wangz10_ppi"
"LIMK1","ROCK1","0","Binding","10436159","wangz10_ppi"
"PRNP","GRB2","0","Binding","11571277","wangz10_ppi"
"PXN","SDC4","0","Binding","11805099","wangz10_ppi"
"ITGAX","ITGB2","0","Binding","7621072","wangz10_ppi"
"ITGAX","ITGB2","0","Binding","11937543","wangz10_ppi"
"CSK","LYN","0","Binding","9171348","wangz10_ppi"
"CSK","LYN","0","Binding","10415030","wangz10_ppi"
"CSK","LYN","0","Binding","8612628","wangz10_ppi"
"PTPN12","PRKCA","0","Binding","7909431","wangz10_ppi"
"CAV1","IRS1","0","Binding","15003536","wangz10_ppi"
"PRKCA","ITGB2","0","Binding","11700305","wangz10_ppi"
"PRKCA","ITGB2","0","Binding","12682249","wangz10_ppi"
"PAK1","GIT2","0","Binding","11157752","wangz10_ppi"
"PTPN12","PRKCA","0","Binding","94349924","wangz10_ppi"
"SHC1","GAB1","0","Binding","12808090","wangz10_ppi"
"VAV1","RHOA","0","Binding","16397238","wangz10_ppi"
"ARHGAP5","RASA1","0","Binding","8537347","wangz10_ppi"
"ITGB2","GNB2L1","0","Binding","9442085","wangz10_ppi"
"FYN","ARHGAP32","0","Binding","12857875","wangz10_ppi"
"THY1","ITGAV","0","Binding","15897908","wangz10_ppi"
"SOS1","GAB1","0","Binding","11707404","wangz10_ppi"
"MAPK8","SHC1","0","Binding","15688026","wangz10_ppi"
"PTPN11","PLCG1","0","Binding","15563458","wangz10_ppi"
"ITGA2","CD47","0","Binding","9529384","wangz10_ppi"
"ACTB","PFN1","0","Binding","10600384","wangz10_ppi"
"TGFB1I1","SDC4","0","Binding","11805099","wangz10_ppi"
"PRKCA","CYTH2","0","Binding","10531036","wangz10_ppi"
"GRB7","HAX1","0","Binding","20665473","wangz10_ppi"
"DNM2","CTTN","0","Binding","12419186","wangz10_ppi"
"ITGB7","FLNA","0","Binding","11781567","wangz10_ppi"
"ILK","CAV1","0","Binding","15722199","wangz10_ppi"
"SHC1","INPPL1","0","Binding","14502564","wangz10_ppi"
"VASP","PPP2CA","0","Binding","8836115","wangz10_ppi"
"LRP1","CAV1","0","Binding","14593097","wangz10_ppi"
"PTPN6","SHC1","0","Binding","8541543","wangz10_ppi"
"KTN1","RHOA","0","Binding","11689693","wangz10_ppi"
"ITGB2","ITGAX","0","Binding","11937543","wangz10_ppi"
"ITGB2","ITGAX","0","Binding","7621072","wangz10_ppi"
"ENAH","TES","0","Binding","12571287","wangz10_ppi"
"PRKCA","PLEC","0","Binding","2023931","wangz10_ppi"
"VAV2","SYK","0","Binding","11262396","wangz10_ppi"
"PABPC1","PPP2CA","0","Binding","20544796","wangz10_ppi"
"FYN","GRB2","0","Binding","9344857","wangz10_ppi"
"VIM","CASP8","0","Binding","11423904","wangz10_ppi"
"VIM","CASP8","0","Binding","10469173","wangz10_ppi"
"SLC9A1","MAPK1","0","Binding","15253667","wangz10_ppi"
"GRB2","FYN","0","Binding","9344857","wangz10_ppi"
"PAK1","ARHGEF6","0","Binding","15688026","wangz10_ppi"
"PLCG1","FYN","0","Binding","10586033","wangz10_ppi"
"ITGA2","TLN1","0","Binding","18840708","wangz10_ppi"
"PARVB","ILK","0","Binding","15467740","wangz10_ppi"
"PXN","PDPK1","0","Binding","14585963","wangz10_ppi"
"INSR","PTPRF","0","Binding","1321126","wangz10_ppi"
"PTK2B","GRB2","0","Binding","10354709","wangz10_ppi"
"FABP3","ITGA11","0","Binding","20802519","wangz10_ppi"
"SYK","VAV2","0","Binding","11262396","wangz10_ppi"
"ACTN1","CSRP1","0","Binding","10926853","wangz10_ppi"
"TLN1","ITGA2","0","Binding","18840708","wangz10_ppi"
"ARHGAP5","PTK2B","0","Binding","10713673","wangz10_ppi"
"INSR","PTPN12","0","Binding","8454633","wangz10_ppi"
"CBL","ITGAV","0","Binding","16600665","wangz10_ppi"
"IRS1","FYN","0","Binding","8631859","wangz10_ppi"
"ARHGEF7","ARHGEF6","0","Binding","12499396","wangz10_ppi"
"PFN1","ACTB","0","Binding","10600384","wangz10_ppi"
"SRC","PIP5K1C","0","Binding","14691141","wangz10_ppi"
"KTN1","RHOA","0","Binding","11162552","wangz10_ppi"
"ITGB1","ARHGAP5","0","Binding","8537347","wangz10_ppi"
"SHC1","RASA1","0","Binding","8155326","wangz10_ppi"
"SHC1","PAK1","0","Binding","15688026","wangz10_ppi"
"VAV1","FYN","0","Binding","11262396","wangz10_ppi"
"VCL","ITGB1","0","Binding","2116421","wangz10_ppi"
"ITGAV","MMP14","0","Binding","11741954","wangz10_ppi"
"PTPN11","NEDD9","0","Binding","8879209","wangz10_ppi"
"VASP","VCL","0","Binding","8836115","wangz10_ppi"
"ROCK1","PTK2","0","Binding","16760434","wangz10_ppi"
"ROCK1","PTK2","0","Binding","15247219","wangz10_ppi"
"SHC1","CSK","0","Binding","10037694","wangz10_ppi"
"ITGA3","CALR","0","Binding","11327697","wangz10_ppi"
"ITGA3","CALR","0","Binding","8006073","wangz10_ppi"
"FYN","SRC","0","Binding","19711372","wangz10_ppi"
"PXN","GIT1","0","Binding","10896954","wangz10_ppi"
"PXN","GIT1","0","Binding","14523024","wangz10_ppi"
"NEDD9","BCAR1","0","Binding","9020138","wangz10_ppi"
"NEDD9","BCAR1","0","Binding","9366405","wangz10_ppi"
"ITGAV","PXN","0","Binding","16600665","wangz10_ppi"
"GNB2L1","FYN","0","Binding","12524444","wangz10_ppi"
"SRC","FYN","0","Binding","19711372","wangz10_ppi"
"LPXN","LYN","0","Binding","17640867","wangz10_ppi"
"EZR","ROCK1","0","Binding","11387207","wangz10_ppi"
"EZR","ROCK1","0","Binding","10970850","wangz10_ppi"
"EZR","ROCK1","0","Binding","19255442","wangz10_ppi"
"INSR","SRC","0","Binding","15337529","wangz10_ppi"
"PLCG1","AGAP2","0","Binding","11823862","wangz10_ppi"
"BCAR1","CRKL","0","Binding","10753828","wangz10_ppi"
"MMP14","ITGAV","0","Binding","11741954","wangz10_ppi"
"SRC","PTPN11","0","Binding","14687660","wangz10_ppi"
"VAV3","PLCG1","0","Binding","11094073","wangz10_ppi"
"EZR","ROCK1","0","Binding","19386264","wangz10_ppi"
"NEDD9","PTPN11","0","Binding","8879209","wangz10_ppi"
"PTPN6","INSR","0","Binding","8114715","wangz10_ppi"
"PTPN6","INSR","0","Binding","8692915","wangz10_ppi"
"PTPN6","INSR","0","Binding","12468540","wangz10_ppi"
"SYK","RASA1","0","Binding","9218456","wangz10_ppi"
"ITGB3","THY1","0","Binding","15897908","wangz10_ppi"
"SRC","EZR","0","Binding","15623525","wangz10_ppi"
"DNM2","PLCG1","0","Binding","11018064","wangz10_ppi"
"SORBS1","ABL1","0","Binding","19891780","wangz10_ppi"
"GRB2","HRAS","0","Binding","11352655","wangz10_ppi"
"PLAUR","ITGB1","0","Binding","10388537","wangz10_ppi"
"GIT2","TGFB1I1","0","Binding","10330411","wangz10_ppi"
"ITGA5","ITGB1","0","Binding","7504269","wangz10_ppi"
"ITGA5","ITGB1","0","Binding","12724312","wangz10_ppi"
"PLEC","PRKCA","0","Binding","2023931","wangz10_ppi"
"RAPGEF1","HRAS","0","Binding","10514505","wangz10_ppi"
"CRKL","LYN","0","Binding","11443118","wangz10_ppi"
"NISCH","ITGA5","0","Binding","12868002","wangz10_ppi"
"NISCH","ITGA5","0","Binding","11231431","wangz10_ppi"
"NISCH","ITGA5","0","Binding","15028619","wangz10_ppi"
"ITGB4","PTK2","0","Binding","12110680","wangz10_ppi"
"ARF1","ASAP2","0","Binding","10022920","wangz10_ppi"
"ARF1","ASAP2","0","Binding","10749932","wangz10_ppi"
"ABL1","BCAR1","0","Binding","17129785","wangz10_ppi"
"ITGB3","ITGA5","0","Binding","1694173","wangz10_ppi"
"AKT1","EZR","0","Binding","15531580","wangz10_ppi"
"AKT1","EZR","0","Binding","15843435","wangz10_ppi"
"AKT1","EZR","0","Binding","14504278","wangz10_ppi"
"AKT1","EZR","0","Binding","10970850","wangz10_ppi"
"MAPK8","MAPK8IP3","0","Binding","12189133","wangz10_ppi"
"PDPK1","ITGB3","0","Binding","10896934","wangz10_ppi"
"GRB2","GRB7","0","Binding","10377264","wangz10_ppi"
"GIT2","PAK1","0","Binding","11157752","wangz10_ppi"
"ITGB3","ITGA5","0","Binding","11756480","wangz10_ppi"
"PLD1","CAV1","0","Binding","10090765","wangz10_ppi"
"DNM2","PTK2","0","Binding","15895076","wangz10_ppi"
"TRIO","RAC1","0","Binding","10798395","wangz10_ppi"
"TRIO","RAC1","0","Binding","10847683","wangz10_ppi"
"PTK2","GRB7","0","Binding","12021278","wangz10_ppi"
"GRB2","ITGA6","0","Binding","7556090","wangz10_ppi"
"INPPL1","SHC1","0","Binding","14502564","wangz10_ppi"
"PKD1","ACTN1","0","Binding","11113628","wangz10_ppi"
"IRS1","PTPRA","0","Binding","10660596","wangz10_ppi"
"PLD1","CAV1","0","Binding","12429840","wangz10_ppi"
"SRC","VCL","0","Binding","15229287","wangz10_ppi"
"PTPN12","PTK2","0","Binding","10400703","wangz10_ppi"
"PTPN12","PTK2","0","Binding","11314030","wangz10_ppi"
"PTPN12","PTK2","0","Binding","9497381","wangz10_ppi"
"SHC1","LRP1","0","Binding","12069755","wangz10_ppi"
"LYN","ACTB","0","Binding","10403844","wangz10_ppi"
"ZYX","VASP","0","Binding","10851246","wangz10_ppi"
"ITGAE","ITGB7","0","Binding","8119947","wangz10_ppi"
"VAV1","SYK","0","Binding","11262396","wangz10_ppi"
"ITGAE","ITGB7","0","Binding","10837471","wangz10_ppi"
"MAPK8","RAC1","0","Binding","18423204","wangz10_ppi"
"GRB2","BCAR1","0","Binding","8700507","wangz10_ppi"
"ITGB2","ITGAM","0","Binding","2454931","wangz10_ppi"
"ITGB2","ITGAM","0","Binding","20639876","wangz10_ppi"
"CIB1","ITGB3","0","Binding","9030514","wangz10_ppi"
"CSK","PRKACA","0","Binding","11181701","wangz10_ppi"
"GRB2","BCAR1","0","Binding","8649368","wangz10_ppi"
"MYH9","PRKCA","0","Binding","91113708","wangz10_ppi"
"MYH9","PRKCA","0","Binding","1899200","wangz10_ppi"
"MYH9","PRKCA","0","Binding","9545325","wangz10_ppi"
"LIMK1","PXN","0","Binding","15023529","wangz10_ppi"
"ARHGEF7","GIT2","0","Binding","10428811","wangz10_ppi"
"ARHGEF7","GIT2","0","Binding","10896954","wangz10_ppi"
"MAPK1","SOS1","0","Binding","8816480","wangz10_ppi"
"OSTF1","ACTB","0","Binding","15135048","wangz10_ppi"
"VAV1","RAC1","0","Binding","16397238","wangz10_ppi"
"VCL","VASP","0","Binding","8836115","wangz10_ppi"
"ITGB1","ACTN1","0","Binding","15721583","wangz10_ppi"
"PLCG1","SHC1","0","Binding","8155326","wangz10_ppi"
"PLCG1","SHC1","0","Binding","10652211","wangz10_ppi"
"SRC","ABL1","0","Binding","12522270","wangz10_ppi"
"SRC","ABL1","0","Binding","11781820","wangz10_ppi"
"SRC","ABL1","0","Binding","10964922","wangz10_ppi"
"PPP2CA","VASP","0","Binding","8836115","wangz10_ppi"
"RAC1","MAPK8","0","Binding","18423204","wangz10_ppi"
"INSR","PTK2","0","Binding","7529876","wangz10_ppi"
"SHC1","ITGAV","0","Binding","19889638","wangz10_ppi"
"SSH1","CFL1","0","Binding","12684437","wangz10_ppi"
"PXN","ITGAV","0","Binding","16600665","wangz10_ppi"
"ITGB1","PXN","0","Binding","7657702","wangz10_ppi"
"CD47","PTK2","0","Binding","9169439","wangz10_ppi"
"ARHGAP32","NF2","0","Binding","12446789","wangz10_ppi"
"PIK3CA","CBL","0","Binding","8641358","wangz10_ppi"
"ITGB3","PTK2","0","Binding","8649427","wangz10_ppi"
"ITGB3","PTK2","0","Binding","11940607","wangz10_ppi"
"PIK3CA","CBL","0","Binding","9119889","wangz10_ppi"
"CBL","INSR","0","Binding","10635327","wangz10_ppi"
"ITGB3","CIB1","0","Binding","9030514","wangz10_ppi"
"ITGB1","CD47","0","Binding","9529384","wangz10_ppi"
"PXN","ITGA6","0","Binding","12033289","wangz10_ppi"
"LASP1","ACTB","0","Binding","9848085","wangz10_ppi"
"LYN","SYK","0","Binding","9820500","wangz10_ppi"
"LYN","SYK","0","Binding","11536198","wangz10_ppi"
"LYN","SYK","0","Binding","8621719","wangz10_ppi"
"ILK","PXN","0","Binding","11694518","wangz10_ppi"
"ILK","PXN","0","Binding","16936772","wangz10_ppi"
"IRS1","PTPN11","0","Binding","10660596","wangz10_ppi"
"IRS1","PTPN11","0","Binding","7935386","wangz10_ppi"
"IRS1","PTPN11","0","Binding","11781100","wangz10_ppi"
"ITGAV","ITGB1","0","Binding","1690718","wangz10_ppi"
"ITGAV","ITGB1","0","Binding","2138612","wangz10_ppi"
"PTPN12","PXN","0","Binding","10085298","wangz10_ppi"
"PTPN12","PXN","0","Binding","11950600","wangz10_ppi"
"PTPN12","PXN","0","Binding","10625692","wangz10_ppi"
"ITGA5","NISCH","0","Binding","15028619","wangz10_ppi"
"ITGA5","NISCH","0","Binding","11231431","wangz10_ppi"
"ITGA5","NISCH","0","Binding","12868002","wangz10_ppi"
"FLNA","ITGB3","0","Binding","11807098","wangz10_ppi"
"FABP3","ITGA5","0","Binding","20802519","wangz10_ppi"
"SHC1","MAPK8","0","Binding","15688026","wangz10_ppi"
"CEACAM1","INSR","0","Binding","7592607","wangz10_ppi"
"CEACAM1","INSR","0","Binding","7626603","wangz10_ppi"
"CEACAM1","INSR","0","Binding","11694516","wangz10_ppi"
"NEDD9","PTK2","0","Binding","8879209","wangz10_ppi"
"NEDD9","PTK2","0","Binding","10455189","wangz10_ppi"
"CEACAM1","INSR","0","Binding","10805733","wangz10_ppi"
"ITGA6","CD151","0","Binding","10811835","wangz10_ppi"
"MAPK8IP3","MAPK8","0","Binding","12189133","wangz10_ppi"
"GIT1","PXN","0","Binding","14523024","wangz10_ppi"
"PRKACA","VASP","0","Binding","8836115","wangz10_ppi"
"ITGA11","ITGB1","0","Binding","10486209","wangz10_ppi"
"ACTN1","ZYX","0","Binding","1541635","wangz10_ppi"
"PTPN6","SYK","0","Binding","11356834","wangz10_ppi"
"RHOA","PRKACA","0","Binding","12654918","wangz10_ppi"
"PTK2B","PTPN12","0","Binding","12231407","wangz10_ppi"
"RASA1","SYK","0","Binding","9218456","wangz10_ppi"
"GIT1","ARHGEF6","0","Binding","10896954","wangz10_ppi"
"PTPN11","BCAR1","0","Binding","9832615","wangz10_ppi"
"GRB2","CTTN","0","Binding","11439336","wangz10_ppi"
"PRKACA","ITGA4","0","Binding","11533025","wangz10_ppi"
"TGFB1I1","GIT2","0","Binding","10330411","wangz10_ppi"
"PRKACA","VASP","0","Binding","10851246","wangz10_ppi"
"PRKACA","VASP","0","Binding","10922374","wangz10_ppi"
"FYN","CRK","0","Binding","9837978","wangz10_ppi"
"CEACAM1","PTPN11","0","Binding","12108545","wangz10_ppi"
"ITGB4","PRKCA","0","Binding","15121854","wangz10_ppi"
"ITGB4","PRKCA","0","Binding","12919677","wangz10_ppi"
"ITGB4","PRKCA","0","Binding","10477766","wangz10_ppi"
"PTPN11","PTK2","0","Binding","8986614","wangz10_ppi"
"PTPN11","PTK2","0","Binding","7589239","wangz10_ppi"
"PTPN11","PTK2","0","Binding","10655584","wangz10_ppi"
"PRKACA","RHOA","0","Binding","12654918","wangz10_ppi"
"ZYX","ACTN1","0","Binding","1541635","wangz10_ppi"
"ILK","ITGB2","0","Binding","9736715","wangz10_ppi"
"STAT3","GNB2L1","0","Binding","16382134","wangz10_ppi"
"CRKL","BCAR1","0","Binding","10753828","wangz10_ppi"
"HAX1","GRB7","0","Binding","20665473","wangz10_ppi"
"MYH9","MYOM1","0","Binding","7588733","wangz10_ppi"
"ITGA6","PXN","0","Binding","12033289","wangz10_ppi"
"PTPN6","PTPN11","0","Binding","8541543","wangz10_ppi"
"LPXN","PTPN12","0","Binding","12674328","wangz10_ppi"
"CEACAM1","SRC","0","Binding","9867848","wangz10_ppi"
"PTK2","ITGB1","0","Binding","7657702","wangz10_ppi"
"PTK2","ITGB1","0","Binding","8649427","wangz10_ppi"
"CRK","GAB1","0","Binding","12138161","wangz10_ppi"
"CRK","GAB1","0","Binding","11146548","wangz10_ppi"
"BCAR1","CBL","0","Binding","8683103","wangz10_ppi"
"ITGB1","FABP3","0","Binding","20802519","wangz10_ppi"
"FYN","CSK","0","Binding","1985196","wangz10_ppi"
"TESK1","CFL1","0","Binding","11340065","wangz10_ppi"
"PTK2B","ARHGAP5","0","Binding","10713673","wangz10_ppi"
"RHOA","KTN1","0","Binding","11162552","wangz10_ppi"
"RHOA","KTN1","0","Binding","11689693","wangz10_ppi"
"IRS1","CRK","0","Binding","8621590","wangz10_ppi"
"IRS1","CRK","0","Binding","8810325","wangz10_ppi"
"IRS1","CRK","0","Binding","9837978","wangz10_ppi"
"RHOA","ARHGEF12","0","Binding","23405219","wangz10_ppi"
"RHOA","ARHGEF12","0","Binding","12515866","wangz10_ppi"
"TESK1","CFL1","0","Binding","11418599","wangz10_ppi"
"SDC4","PXN","0","Binding","11805099","wangz10_ppi"
"RHOA","ARHGAP5","0","Binding","9407060","wangz10_ppi"
